,song_id,watson_response
841,1534,"{'usage': {'text_units': 1, 'text_characters': 1822, 'features': 3}, 'sentiment': {'document': {'score': -0.957634, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.382997, 'joy': 0.299345, 'fear': 0.108642, 'disgust': 0.026488, 'anger': 0.074145}}}, 'categories': [{'score': 0.821074, 'label': '/music and audio/talk radio/educational radio'}, {'score': 0.751, 'label': '/music and audio/talk radio/news|talk radio'}, {'score': 0.723036, 'label': '/music and audio/talk radio/business news radio'}]}"
842,54,"{'usage': {'text_units': 1, 'text_characters': 3718, 'features': 3}, 'sentiment': {'document': {'score': -0.511599, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.249333, 'joy': 0.344308, 'fear': 0.138853, 'disgust': 0.068638, 'anger': 0.098735}}}, 'categories': [{'score': 0.952722, 'label': ""/style & fashion/women's fashion/women's shoes and footwear""}]}"
843,349,"{'usage': {'text_units': 1, 'text_characters': 2118, 'features': 3}, 'sentiment': {'document': {'score': -0.885901, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.202477, 'joy': 0.346461, 'fear': 0.17377, 'disgust': 0.049772, 'anger': 0.100303}}}, 'categories': [{'score': 0.731806, 'label': '/music and audio/hip hop music'}, {'score': 0.688296, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.576313, 'label': '/family and relationships'}]}"
844,404,"{'usage': {'text_units': 1, 'text_characters': 3469, 'features': 3}, 'sentiment': {'document': {'score': -0.372984, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.264608, 'joy': 0.331953, 'fear': 0.135735, 'disgust': 0.041399, 'anger': 0.089482}}}, 'categories': [{'score': 0.851261, 'label': '/music and audio/hip hop music'}, {'score': 0.73435, 'label': '/music and audio/rock music'}, {'score': 0.724201, 'label': '/music and audio/r&b|soul|funk'}]}"
845,631,"{'usage': {'text_units': 1, 'text_characters': 3483, 'features': 3}, 'sentiment': {'document': {'score': 0.366046, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.186977, 'joy': 0.474213, 'fear': 0.10306, 'disgust': 0.071026, 'anger': 0.085683}}}, 'categories': [{'score': 0.735209, 'label': '/music and audio/hip hop music'}, {'score': 0.588271, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.563574, 'label': '/food & drink/desserts and baking'}]}"
846,684,"{'usage': {'text_units': 1, 'text_characters': 1160, 'features': 3}, 'sentiment': {'document': {'score': -0.781247, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.253989, 'joy': 0.230757, 'fear': 0.223451, 'disgust': 0.050187, 'anger': 0.18366}}}, 'categories': [{'score': 0.729901, 'label': '/news and politics/weather'}, {'score': 0.645532, 'label': '/family and relationships/dating'}, {'score': 0.59935, 'label': '/events and attractions/personal celebrations & life events'}]}"
847,712,"{'usage': {'text_units': 1, 'text_characters': 2118, 'features': 3}, 'sentiment': {'document': {'score': -0.885901, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.202477, 'joy': 0.346461, 'fear': 0.17377, 'disgust': 0.049772, 'anger': 0.100303}}}, 'categories': [{'score': 0.731806, 'label': '/music and audio/hip hop music'}, {'score': 0.688296, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.576313, 'label': '/family and relationships'}]}"
848,895,"{'usage': {'text_units': 1, 'text_characters': 1662, 'features': 3}, 'sentiment': {'document': {'score': -0.811734, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.324733, 'joy': 0.434416, 'fear': 0.107705, 'disgust': 0.03044, 'anger': 0.048116}}}, 'categories': [{'score': 0.700904, 'label': '/events and attractions/personal celebrations & life events'}, {'score': 0.670641, 'label': '/movies/family and children movies'}, {'score': 0.662858, 'label': '/family and relationships'}]}"
849,1153,"{'usage': {'text_units': 1, 'text_characters': 2478, 'features': 3}, 'sentiment': {'document': {'score': -0.509376, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.310967, 'joy': 0.324892, 'fear': 0.151384, 'disgust': 0.039203, 'anger': 0.098449}}}, 'categories': [{'score': 0.667204, 'label': '/family and relationships/dating'}, {'score': 0.607233, 'label': '/news and politics/weather'}, {'score': 0.591374, 'label': '/music and audio/r&b|soul|funk'}]}"
850,1385,"{'usage': {'text_units': 1, 'text_characters': 4265, 'features': 3}, 'sentiment': {'document': {'score': -0.612396, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.240341, 'joy': 0.346368, 'fear': 0.12205, 'disgust': 0.052564, 'anger': 0.090702}}}, 'categories': [{'score': 0.927232, 'label': '/music and audio/hip hop music'}, {'score': 0.692139, 'label': '/music and audio/r&b|soul|funk'}]}"
851,1481,"{'usage': {'text_units': 1, 'text_characters': 3091, 'features': 3}, 'sentiment': {'document': {'score': 0.358762, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.304385, 'joy': 0.346478, 'fear': 0.099104, 'disgust': 0.0378, 'anger': 0.091867}}}, 'categories': [{'score': 0.768095, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.750395, 'label': '/video gaming/video game genres'}, {'score': 0.72456, 'label': '/music and audio/hip hop music'}]}"
852,802,"{'usage': {'text_units': 1, 'text_characters': 2245, 'features': 3}, 'sentiment': {'document': {'score': 0.523685, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.374887, 'joy': 0.353989, 'fear': 0.134392, 'disgust': 0.028263, 'anger': 0.048066}}}, 'categories': [{'score': 0.960842, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.90339, 'label': '/pets/birds'}]}"
853,1071,"{'usage': {'text_units': 1, 'text_characters': 1961, 'features': 3}, 'sentiment': {'document': {'score': -0.586386, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.182894, 'joy': 0.416253, 'fear': 0.112492, 'disgust': 0.034766, 'anger': 0.097038}}}, 'categories': [{'score': 0.904269, 'label': '/automotive'}, {'score': 0.896167, 'label': '/shopping/gifts and greetings cards'}]}"
854,1336,"{'usage': {'text_units': 1, 'text_characters': 3091, 'features': 3}, 'sentiment': {'document': {'score': 0.358762, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.304385, 'joy': 0.346478, 'fear': 0.099104, 'disgust': 0.0378, 'anger': 0.091867}}}, 'categories': [{'score': 0.768095, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.750395, 'label': '/video gaming/video game genres'}, {'score': 0.72456, 'label': '/music and audio/hip hop music'}]}"
855,1446,"{'usage': {'text_units': 1, 'text_characters': 1031, 'features': 3}, 'sentiment': {'document': {'score': -0.550319, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.345243, 'joy': 0.261482, 'fear': 0.168151, 'disgust': 0.047461, 'anger': 0.111585}}}, 'categories': [{'score': 0.639808, 'label': '/family and relationships/dating'}, {'score': 0.634722, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.60863, 'label': '/family and relationships/bereavement'}]}"
856,1807,"{'usage': {'text_units': 1, 'text_characters': 2639, 'features': 3}, 'sentiment': {'document': {'score': -0.823857, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.228019, 'joy': 0.466402, 'fear': 0.103913, 'disgust': 0.023887, 'anger': 0.084611}}}, 'categories': [{'score': 0.721452, 'label': '/events and attractions/personal celebrations & life events'}, {'score': 0.635557, 'label': '/events and attractions/personal celebrations & life events/prom'}, {'score': 0.608481, 'label': '/science/space and astronomy'}]}"
857,1932,"{'usage': {'text_units': 1, 'text_characters': 1815, 'features': 3}, 'sentiment': {'document': {'score': -0.375138, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.187214, 'joy': 0.508765, 'fear': 0.118023, 'disgust': 0.054846, 'anger': 0.080943}}}, 'categories': [{'score': 0.583512, 'label': '/music and audio/rock music/soft rock'}, {'score': 0.579152, 'label': ""/music and audio/children's music""}, {'score': 0.542127, 'label': '/family and relationships/dating'}]}"
858,1890,"{'usage': {'text_units': 1, 'text_characters': 1082, 'features': 3}, 'sentiment': {'document': {'score': -0.913823, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.356408, 'joy': 0.238525, 'fear': 0.201199, 'disgust': 0.033268, 'anger': 0.088594}}}, 'categories': [{'score': 0.701891, 'label': '/events and attractions/personal celebrations & life events'}, {'score': 0.646096, 'label': ""/music and audio/children's music""}, {'score': 0.640779, 'label': '/family and relationships/bereavement'}]}"
859,515,"{'usage': {'text_units': 1, 'text_characters': 1375, 'features': 3}, 'sentiment': {'document': {'score': -0.704157, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.289546, 'joy': 0.331167, 'fear': 0.130684, 'disgust': 0.033863, 'anger': 0.07393}}}, 'categories': [{'score': 0.78626, 'label': '/sports/diving'}, {'score': 0.759137, 'label': '/family and relationships/dating'}, {'score': 0.6675, 'label': '/family and relationships/bereavement'}]}"
860,624,"{'usage': {'text_units': 1, 'text_characters': 2087, 'features': 3}, 'sentiment': {'document': {'score': 0.374183, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.231398, 'joy': 0.338304, 'fear': 0.125581, 'disgust': 0.028826, 'anger': 0.110825}}}, 'categories': [{'score': 0.791129, 'label': '/family and relationships/dating'}, {'score': 0.668643, 'label': '/family and relationships/bereavement'}, {'score': 0.643621, 'label': '/events and attractions/personal celebrations & life events/baby shower'}]}"
861,731,"{'usage': {'text_units': 1, 'text_characters': 1758, 'features': 3}, 'sentiment': {'document': {'score': 0.426932, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.290642, 'joy': 0.309689, 'fear': 0.119614, 'disgust': 0.042374, 'anger': 0.109885}}}, 'categories': [{'score': 0.632065, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.616962, 'label': '/music and audio/hip hop music'}, {'score': 0.592745, 'label': '/family and relationships/dating'}]}"
862,1299,"{'usage': {'text_units': 1, 'text_characters': 2262, 'features': 3}, 'sentiment': {'document': {'score': -0.378306, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.364343, 'joy': 0.310775, 'fear': 0.134443, 'disgust': 0.034614, 'anger': 0.079083}}}, 'categories': [{'score': 0.779222, 'label': '/family and relationships/dating'}, {'score': 0.639482, 'label': '/family and relationships/bereavement'}, {'score': 0.634703, 'label': '/news and politics/crime'}]}"
863,1409,"{'usage': {'text_units': 1, 'text_characters': 2994, 'features': 3}, 'sentiment': {'document': {'score': -0.846744, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.224291, 'joy': 0.444881, 'fear': 0.100205, 'disgust': 0.083036, 'anger': 0.073171}}}, 'categories': [{'score': 0.620218, 'label': '/music and audio/rock music'}, {'score': 0.610166, 'label': '/family and relationships'}, {'score': 0.603994, 'label': '/family and relationships/dating'}]}"
864,1442,"{'usage': {'text_units': 1, 'text_characters': 939, 'features': 3}, 'sentiment': {'document': {'score': -0.993389, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.185961, 'joy': 0.275826, 'fear': 0.316443, 'disgust': 0.029646, 'anger': 0.127552}}}, 'categories': [{'score': 0.720627, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.640321, 'label': ""/music and audio/children's music""}, {'score': 0.606903, 'label': '/music and audio/rock music/soft rock'}]}"
865,1544,"{'usage': {'text_units': 1, 'text_characters': 1749, 'features': 3}, 'sentiment': {'document': {'score': -0.5317, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.262634, 'joy': 0.294812, 'fear': 0.224848, 'disgust': 0.037571, 'anger': 0.087653}}}, 'categories': [{'score': 0.863496, 'label': '/movies/horror movies'}, {'score': 0.6573, 'label': '/books and literature/fiction'}, {'score': 0.637112, 'label': '/hobbies & interests/content production'}]}"
866,1124,"{'usage': {'text_units': 1, 'text_characters': 1364, 'features': 3}, 'sentiment': {'document': {'score': 0.696552, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.228339, 'joy': 0.47076, 'fear': 0.158153, 'disgust': 0.031726, 'anger': 0.074769}}}, 'categories': [{'score': 0.731268, 'label': ""/music and audio/children's music""}, {'score': 0.684372, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.642769, 'label': '/music and audio/rock music/soft rock'}]}"
867,1497,"{'usage': {'text_units': 1, 'text_characters': 3891, 'features': 3}, 'sentiment': {'document': {'score': -0.341613, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.182614, 'joy': 0.370419, 'fear': 0.112001, 'disgust': 0.050553, 'anger': 0.108146}}}, 'categories': [{'score': 0.771566, 'label': '/music and audio/hip hop music'}]}"
868,667,"{'usage': {'text_units': 1, 'text_characters': 1115, 'features': 3}, 'sentiment': {'document': {'score': 0.815884, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.170603, 'joy': 0.611399, 'fear': 0.089324, 'disgust': 0.023138, 'anger': 0.044558}}}, 'categories': [{'score': 0.871641, 'label': '/events and attractions/nightclubs'}, {'score': 0.75633, 'label': '/fine art/dance'}]}"
869,677,"{'usage': {'text_units': 1, 'text_characters': 2233, 'features': 3}, 'sentiment': {'document': {'score': -0.704682, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.214378, 'joy': 0.52109, 'fear': 0.07565, 'disgust': 0.099276, 'anger': 0.053099}}}, 'categories': [{'score': 0.689465, 'label': '/family and relationships'}, {'score': 0.681724, 'label': '/family and relationships/parenting/parenting babies and toddlers'}, {'score': 0.650139, 'label': '/family and relationships/dating'}]}"
870,871,"{'usage': {'text_units': 1, 'text_characters': 976, 'features': 3}, 'sentiment': {'document': {'score': 0.929393, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.235848, 'joy': 0.54582, 'fear': 0.091909, 'disgust': 0.040672, 'anger': 0.079867}}}, 'categories': [{'score': 0.694122, 'label': '/family and relationships'}, {'score': 0.680716, 'label': '/family and relationships/dating'}, {'score': 0.598626, 'label': '/music and audio/world|international music'}]}"
871,873,"{'usage': {'text_units': 1, 'text_characters': 976, 'features': 3}, 'sentiment': {'document': {'score': 0.929393, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.235848, 'joy': 0.54582, 'fear': 0.091909, 'disgust': 0.040672, 'anger': 0.079867}}}, 'categories': [{'score': 0.694122, 'label': '/family and relationships'}, {'score': 0.680716, 'label': '/family and relationships/dating'}, {'score': 0.598626, 'label': '/music and audio/world|international music'}]}"
872,1821,"{'usage': {'text_units': 1, 'text_characters': 1849, 'features': 3}, 'sentiment': {'document': {'score': 0.488648, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.175721, 'joy': 0.532002, 'fear': 0.118998, 'disgust': 0.03393, 'anger': 0.067561}}}, 'categories': [{'score': 0.58909, 'label': '/family and relationships/dating'}, {'score': 0.560204, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.556781, 'label': ""/music and audio/children's music""}]}"
873,465,"{'usage': {'text_units': 1, 'text_characters': 1529, 'features': 3}, 'sentiment': {'document': {'score': 0.521961, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.165586, 'joy': 0.622749, 'fear': 0.079853, 'disgust': 0.041809, 'anger': 0.035729}}}, 'categories': [{'score': 0.613545, 'label': '/fine art/modern art'}, {'score': 0.541876, 'label': '/music and audio/rock music'}, {'score': 0.540836, 'label': '/books and literature/poetry'}]}"
874,599,"{'usage': {'text_units': 1, 'text_characters': 1150, 'features': 3}, 'sentiment': {'document': {'score': 0.615553, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.263961, 'joy': 0.31704, 'fear': 0.09084, 'disgust': 0.073084, 'anger': 0.171422}}}, 'categories': [{'score': 0.618391, 'label': '/events and attractions/personal celebrations & life events/wedding'}, {'score': 0.56166, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.549306, 'label': '/family and relationships/dating'}]}"
875,982,"{'usage': {'text_units': 1, 'text_characters': 606, 'features': 3}, 'sentiment': {'document': {'score': -0.582099, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.248952, 'joy': 0.32997, 'fear': 0.141211, 'disgust': 0.086971, 'anger': 0.106003}}}, 'categories': [{'score': 0.956563, 'label': '/events and attractions/personal celebrations & life events/baby shower'}, {'score': 0.783298, 'label': '/events and attractions/personal celebrations & life events/birth'}]}"
876,564,"{'usage': {'text_units': 1, 'text_characters': 399, 'features': 3}, 'sentiment': {'document': {'score': -0.958265, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.198891, 'joy': 0.271455, 'fear': 0.133421, 'disgust': 0.099857, 'anger': 0.09792}}}, 'categories': [{'score': 0.551805, 'label': '/style & fashion/body art'}, {'score': 0.515723, 'label': '/careers/career planning'}, {'score': 0.514141, 'label': '/sports/baseball'}]}"
877,814,"{'usage': {'text_units': 1, 'text_characters': 2206, 'features': 3}, 'sentiment': {'document': {'score': -0.772619, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.343503, 'joy': 0.265, 'fear': 0.195821, 'disgust': 0.058373, 'anger': 0.068706}}}, 'categories': [{'score': 0.823313, 'label': '/music and audio/hip hop music'}, {'score': 0.605693, 'label': '/events and attractions/personal celebrations & life events/baby shower'}]}"
878,1323,"{'usage': {'text_units': 1, 'text_characters': 2320, 'features': 3}, 'sentiment': {'document': {'score': -0.569021, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.312991, 'joy': 0.291788, 'fear': 0.152838, 'disgust': 0.042051, 'anger': 0.090387}}}, 'categories': [{'score': 0.603754, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.583799, 'label': '/television/music tv'}, {'score': 0.566447, 'label': '/music and audio/hip hop music'}]}"
879,172,"{'usage': {'text_units': 1, 'text_characters': 987, 'features': 3}, 'sentiment': {'document': {'score': 0.98567, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.251886, 'joy': 0.605898, 'fear': 0.120646, 'disgust': 0.021671, 'anger': 0.041834}}}, 'categories': [{'score': 0.983783, 'label': ""/music and audio/children's music""}, {'score': 0.895917, 'label': '/music and audio/classical music'}, {'score': 0.805374, 'label': '/television/music tv'}]}"
880,464,"{'usage': {'text_units': 1, 'text_characters': 763, 'features': 3}, 'sentiment': {'document': {'score': -0.716734, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.488453, 'joy': 0.2003, 'fear': 0.182779, 'disgust': 0.0198, 'anger': 0.060918}}}, 'categories': [{'score': 0.569452, 'label': '/events and attractions/personal celebrations & life events'}, {'score': 0.537509, 'label': '/family and relationships/dating'}, {'score': 0.528125, 'label': ""/music and audio/children's music""}]}"
881,984,"{'usage': {'text_units': 1, 'text_characters': 1592, 'features': 3}, 'sentiment': {'document': {'score': -0.528205, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.376501, 'joy': 0.298742, 'fear': 0.114181, 'disgust': 0.102447, 'anger': 0.05716}}}, 'categories': [{'score': 0.70758, 'label': '/family and relationships'}, {'score': 0.69944, 'label': '/events and attractions/personal celebrations & life events'}, {'score': 0.687189, 'label': '/family and relationships/dating'}]}"
882,1184,"{'usage': {'text_units': 1, 'text_characters': 886, 'features': 3}, 'sentiment': {'document': {'score': -0.726635, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.351722, 'joy': 0.196391, 'fear': 0.180934, 'disgust': 0.055299, 'anger': 0.09682}}}, 'categories': [{'score': 0.968901, 'label': '/style & fashion/beauty/makeup and accessories'}]}"
883,1250,"{'usage': {'text_units': 1, 'text_characters': 692, 'features': 3}, 'sentiment': {'document': {'score': 0.795585, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.16278, 'joy': 0.466894, 'fear': 0.136213, 'disgust': 0.019714, 'anger': 0.125063}}}, 'categories': [{'score': 0.550109, 'label': '/music and audio/classic hits'}, {'score': 0.533368, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.529834, 'label': '/music and audio/rock music'}]}"
884,1586,"{'usage': {'text_units': 1, 'text_characters': 814, 'features': 3}, 'sentiment': {'document': {'score': -0.48527, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.270689, 'joy': 0.313424, 'fear': 0.129798, 'disgust': 0.035699, 'anger': 0.090942}}}, 'categories': [{'score': 0.975987, 'label': '/science/space and astronomy'}]}"
885,1602,"{'usage': {'text_units': 1, 'text_characters': 652, 'features': 3}, 'sentiment': {'document': {'score': -0.552311, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.304281, 'joy': 0.364667, 'fear': 0.113131, 'disgust': 0.035271, 'anger': 0.079797}}}, 'categories': [{'score': 0.840782, 'label': '/news and politics/politics'}, {'score': 0.714807, 'label': '/news and politics/politics/war and conflicts'}]}"
886,1881,"{'usage': {'text_units': 1, 'text_characters': 60, 'features': 3}, 'sentiment': {'document': {'score': -0.609365, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.190077, 'joy': 0.356895, 'fear': 0.077078, 'disgust': 0.142236, 'anger': 0.082892}}}, 'categories': [{'score': 0.59372, 'label': '/sports/sports equipment'}, {'score': 0.576613, 'label': '/hobbies & interests/musical instruments'}, {'score': 0.566926, 'label': '/hobbies & interests/model toys'}]}"
887,72,"{'usage': {'text_units': 1, 'text_characters': 2346, 'features': 3}, 'sentiment': {'document': {'score': -0.479792, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.182221, 'joy': 0.478483, 'fear': 0.144381, 'disgust': 0.026903, 'anger': 0.084659}}}, 'categories': [{'score': 0.643407, 'label': '/family and relationships/dating'}, {'score': 0.574465, 'label': '/video gaming/video game genres'}, {'score': 0.573253, 'label': '/movies/family and children movies'}]}"
888,1600,"{'usage': {'text_units': 1, 'text_characters': 1284, 'features': 3}, 'sentiment': {'document': {'score': -0.626121, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.296153, 'joy': 0.23975, 'fear': 0.258428, 'disgust': 0.031538, 'anger': 0.11164}}}, 'categories': [{'score': 0.648548, 'label': '/music and audio/rock music'}, {'score': 0.636286, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.617648, 'label': '/family and relationships/dating'}]}"
889,666,"{'usage': {'text_units': 1, 'text_characters': 1848, 'features': 3}, 'sentiment': {'document': {'score': -0.49467, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.281165, 'joy': 0.361337, 'fear': 0.13753, 'disgust': 0.028017, 'anger': 0.171168}}}, 'categories': [{'score': 0.925331, 'label': '/sports/inline skating'}, {'score': 0.788677, 'label': '/sports/figure skating'}]}"
890,1202,"{'usage': {'text_units': 1, 'text_characters': 1298, 'features': 3}, 'sentiment': {'document': {'score': -0.285505, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.206389, 'joy': 0.385967, 'fear': 0.12469, 'disgust': 0.030842, 'anger': 0.111898}}}, 'categories': [{'score': 0.867861, 'label': '/events and attractions/nightclubs'}, {'score': 0.794085, 'label': '/music and audio/dance and electronic music'}, {'score': 0.744769, 'label': '/fine art/dance'}]}"
891,686,"{'usage': {'text_units': 1, 'text_characters': 2452, 'features': 3}, 'sentiment': {'document': {'score': 0.721836, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.247714, 'joy': 0.463474, 'fear': 0.127858, 'disgust': 0.035203, 'anger': 0.069876}}}, 'categories': [{'score': 0.684905, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.584642, 'label': ""/music and audio/children's music""}, {'score': 0.580577, 'label': '/music and audio/hip hop music'}]}"
892,1129,"{'usage': {'text_units': 1, 'text_characters': 2767, 'features': 3}, 'sentiment': {'document': {'score': -0.697636, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.23343, 'joy': 0.401215, 'fear': 0.160077, 'disgust': 0.061357, 'anger': 0.106165}}}, 'categories': [{'score': 0.721452, 'label': '/events and attractions/personal celebrations & life events/baby shower'}, {'score': 0.705885, 'label': '/family and relationships'}, {'score': 0.704248, 'label': '/music and audio/r&b|soul|funk'}]}"
893,1738,"{'usage': {'text_units': 1, 'text_characters': 1932, 'features': 3}, 'sentiment': {'document': {'score': 0.414194, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.220937, 'joy': 0.422104, 'fear': 0.148503, 'disgust': 0.05917, 'anger': 0.088374}}}, 'categories': [{'score': 0.758258, 'label': '/music and audio/hip hop music'}, {'score': 0.69416, 'label': '/events and attractions/personal celebrations & life events/baby shower'}, {'score': 0.683809, 'label': '/family and relationships'}]}"
894,1739,"{'usage': {'text_units': 1, 'text_characters': 1932, 'features': 3}, 'sentiment': {'document': {'score': 0.414194, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.220937, 'joy': 0.422104, 'fear': 0.148503, 'disgust': 0.05917, 'anger': 0.088374}}}, 'categories': [{'score': 0.758258, 'label': '/music and audio/hip hop music'}, {'score': 0.69416, 'label': '/events and attractions/personal celebrations & life events/baby shower'}, {'score': 0.683809, 'label': '/family and relationships'}]}"
895,1740,"{'usage': {'text_units': 1, 'text_characters': 877, 'features': 3}, 'sentiment': {'document': {'score': 0.329817, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.179971, 'joy': 0.558166, 'fear': 0.152555, 'disgust': 0.040298, 'anger': 0.076113}}}, 'categories': [{'score': 0.710262, 'label': '/family and relationships/dating'}, {'score': 0.709225, 'label': '/sports/auto racing'}, {'score': 0.599972, 'label': '/automotive'}]}"
896,536,"{'usage': {'text_units': 1, 'text_characters': 1782, 'features': 3}, 'sentiment': {'document': {'score': -0.832982, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.273019, 'joy': 0.259568, 'fear': 0.173963, 'disgust': 0.034344, 'anger': 0.107547}}}, 'categories': [{'score': 0.617569, 'label': '/events and attractions/personal celebrations & life events/prom'}, {'score': 0.580222, 'label': '/family and relationships/dating'}, {'score': 0.57, 'label': '/movies'}]}"
897,617,"{'usage': {'text_units': 1, 'text_characters': 1178, 'features': 3}, 'sentiment': {'document': {'score': 0.880445, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.137173, 'joy': 0.801102, 'fear': 0.035642, 'disgust': 0.011618, 'anger': 0.026548}}}, 'categories': [{'score': 0.965254, 'label': '/events and attractions/personal celebrations & life events'}]}"
